"ID","FORMULA","NAME","MW(g/mol)","TB(K)","Tc(K)","Pc(bar)","Vc(cm3/mol)","RHOC(g/cm3)","Zc","OMEGA","Dipole Moment","molecular volume","atom","Optimum_Chemical_Potential_Max","atom1","Optimum_Chemical_Potential_Min","atom2","Theta_Inverse_Max","atom3","Theta_Inverse_Min","atom4","Intensive_Atomic_softness_Max","atom5","Intensive_Atomic_Hypersoftness_Max","atom6","Intensive_Heat_Capacity_Max","atom7","Intensive_Entropy_Max","atom8","ODD_at_HOMO_Max","atom9","OAD_at_HOMO_Max","atom10","ODD_at_LUMO_Max","atom11","OAD_at_LUMO_Max","atom12","electrophilicity_intensive_MAX","atom13","thermophilicity_intensive_MAX"
"DJ505","C6H7N","3-METHYLPYRIDINE",93.128,417.29,645,43.8,320,0.291,0.261,0.271,2.6867,1149.342812,"N1",-25.424,"H13",-87.976,"H9",14.75,"N1",6.26,"C7",0.14256,"C7",0.019,"H14",35.33,"H13",102.104,"N1",1.045,"N1",-24.379,"N1",0.961,"N1",-24.463,"C7",14.956,"C7",0.615
"DJ504","C6H7N","2-METHYLPYRIDINE",93.128,402.56,621,43.8,320,0.291,0.271,0.278,2.011,1151.721128,"N1",-25.436,"H9",-87.982,"H11",14.76,"N1",6.27,"C7",0.14252,"C2",0.01899,"H14",35.328,"H9",102.124,"N1",1.047,"N1",-24.389,"N1",0.963,"N1",-24.473,"C7",14.962,"C7",0.614
"DJ148","C3H4CI2","2,3-DICHLOROPROPENE",110.97,365.75,577,43.8,277,0.4006,0.253,0.206,2.7053,1086.939613,"Cl9",-134.051,"H3",-1451.937,"H4",251.05,"Cl8",45.65,"Cl8",0.01854,"Cl8",0.00034,"H6",33.526,"H3",1702.516,"C2",20.666,"Cl9",-117.994,"C2",20.57,"Cl9",-118.175,"C5",26.87,"Cl8",13.187
"DJ356","C5H6","2-METHYL-1-BUTENE-3-YNE",66.103,305.4,492,43.8,248,0.2665,0.266,0.137,0.5136,987.0007984,"C2",-22.896,"H11",-74.471,"H6",12.9,"C2",5.58,"C2",0.1587,"C2",0.02281,"H11",33.359,"H11",86.663,"C4",0.962,"C4",-21.934,"C4",0.88,"C4",-22.016,"C2",8.385,"C2",0.12
"DJ586","C6H12S","THIACYCLOHEPTANE",116.221,414.9,640.07,43.74,391.5,0.2969,0.322,0.291,1.9386,1409.976701,"S1",-18.31,"H18",-609.169,"H11",98.34,"S1",4.86,"S1",0.14404,"S1",0.02077,"H17",38.479,"H18",706.72,"C6",6.588,"S1",-17.284,"C6",6.528,"S1",-17.382,"C5",11.107,"C5",0.133
"DJ662","C7H7Br","p-BROMOTOLUENE",171.037,457.5,699,43.7,379,0.4513,0.285,0.318,2.4014,1444.97517,"Br1",-15.888,"H15",-6927.598,"H11",1107.88,"Br1",5.14,"Br1",0.10537,"Br1",0.01383,"H15",39.121,"H15",8034.57,"C8",81.974,"Br1",-14.132,"C8",81.911,"Br1",-14.291,"C6",38.386,"Br1",2.428
"DJ1344","B2H5Br","DIBORANE HYDROBROMIDE",106.566,289.45,466.98,43.61,243.9,0.4369,0.274,0.142,1.319,894.4005424,"Br8",-4.978,"H5",-7092.303,"H1",1398.56,"Br8",2.04,"Br8",0.16087,"Br8",0.04986,"H5",25.563,"H5",8494.742,"B3",115.491,"Br8",-3.757,"B3",115.418,"Br8",-4.017,"B4",45.005,"H1",0.782
"DJ866","C9H7NO","8-HYDROXYQUINOLINE",145.161,540,788,43.6,414,0.3506,0.276,0.622,2.4394,1519.473513,"O1",-31.285,"H18",-120.61,"H14",17.99,"O1",7.21,"O1",0.12327,"O1",0.01432,"H18",50.612,"H18",136.595,"N2",1.03,"O1",-30.333,"N2",0.976,"O1",-30.389,"H18",34.945,"C11",1.199
"DJ348","C4H11NO2","2-AMINOETHOXYETHANOL",105.137,514,699,43.6,330,0.3186,0.248,0.969,2.7738,1293.06453,"O1",-34.224,"H18",-130.26,"H10",20.02,"O1",8.46,"O1",0.10375,"O1",0.01007,"H18",46.829,"H18",148.347,"N3",1.467,"O1",-32.818,"N3",1.385,"O1",-32.905,"H18",21.317,"C7",0.394
"DJ203","C3H7NQ2","1-NITROPROPANE",89.094,404.33,605,43.5,288,0.3094,0.249,0.412,4.2528,1014.634551,"O1",-34.001,"H9",-131.485,"H11",22.41,"O1",8.74,"O2",0.09901,"O1",0.0091,"H10",34.558,"H9",153.17,"O1",1.642,"O1",-32.36,"C6",1.543,"O1",-32.461,"C5",11.569,"C5",0.27
"DJ522","C6H10","CYCLOHEXENE",82.145,356.12,560.4,43.5,291,0.2823,0.272,0.214,0.3416,1136.87533,"C1",-24.043,"H15",-70.627,"H7",11.93,"C1",5.49,"C1",0.16472,"C1",0.02491,"H15",34.725,"H15",81.945,"C5",0.738,"C5",-23.314,"C5",0.671,"C5",-23.38,"C1",10.633,"C1",0.259
"DJ328","C4H10O2","I-BUTYL HYDROPEROXIDE",90.122,405.5,576,43.4,290,0.3108,0.263,0.668,1.9436,1126.854177,"O1",-32.28,"H16",-126.795,"H14",19.84,"O1",8.11,"O1",0.10519,"O1",0.01042,"H16",45.444,"H16",144.636,"O2",1.429,"O2",-30.853,"O2",1.333,"O2",-30.949,"H16",18.831,"C3",0.15
"DJ106","C2H4F2","1,2-DIFLUOROETHANE",66.051,303.65,476,43.4,202,0.327,0.222,0.224,3.0353,959.4446879,"Cl7",-132.407,"H4",-1550.287,"H3",275.18,"Cl7",47.83,"Cl7",0.01754,"Cl7",0.0003,"H4",31.651,"H4",1825.183,"C1",25.124,"Cl7",-113.649,"C1",25.007,"Cl7",-113.869,"C2",25.38,"Cl7",13.208
"DJ673","C7H8","1,3,5-CYCLOHEPTATRIENE",92.14,386.65,593.9,43.34,311.5,0.2958,0.266,0.324,0.3267,1198.808824,"C1",-25.583,"H10",-77.424,"H8",12.93,"C1",5.78,"C1",0.15886,"C1",0.0234,"H10",35.468,"H10",89.75,"C2",0.737,"C1",-24.859,"C2",0.68,"C1",-24.916,"C1",13.277,"C1",0.525
"DJ250","C4H6","1,3-BUTADIENE",54.092,268.74,425.37,43.3,220.8,0.2449,0.27,0.193,0,858.1004339,"C1",-20.913,"H7",-67.819,"H8",12.31,"C1",5.34,"C1",0.16069,"C1",0.02308,"H7",29.999,"H8",79.534,"C3",1.011,"C3",-19.908,"C3",0.923,"C3",-19.996,"C1",5.682,"H8",0.003
"DJ681","C7H9N","BENZYLAMINE",107.155,457.65,683.5,43.2,373,0.2873,0.284,0.409,1.4225,1336.495108,"N1",-26.29,"H16",-89.892,"H10",14.26,"N1",6.19,"N1",0.14488,"C3",0.01955,"H16",41.851,"H16",102.976,"N1",0.891,"N1",-25.399,"N1",0.82,"N1",-25.47,"C3",16.616,"C3",0.75
"DJ759","C8H7N","INDOLE",117.15,526.16,790,43,431,0.2718,0.282,0.374,2.1598,1336.082302,"N1",-27.319,"H10",-95.612,"H12",14.97,"N1",6.42,"C2",0.14174,"C2",0.01899,"H10",43.891,"H10",109.191,"N1",0.912,"N1",-26.406,"N1",0.849,"N1",-26.47,"C2",19.542,"C2",1.073
"DJ780","C8H10O","2,6-XYLENOL",122.167,474.22,701.05,43,390,0.3132,0.288,0.455,1.5444,1454.622744,"O1",-28.158,"H19",-109.125,"H13",16.41,"O1",6.63,"O1",0.1297,"O1",0.01611,"H19",49.434,"H19",123.681,"O1",0.95,"O1",-27.209,"O1",0.883,"O1",-27.276,"H19",26.824,"C4",0.511
"DJ93","C2H3CI3","1,1,1-TRICHLOROETHANE",133.404,347.23,545,42.96,281,0.4747,0.266,0.216,2.0359,1128.577168,"Cl6",-179.979,"H3",-1814.747,"H3",314.12,"Cl6",61.17,"Cl6",0.01443,"Cl6",0.00019,"H3",33.27,"H4",2128.732,"C2",26.955,"Cl6",-158.616,"C2",26.85,"Cl6",-158.816,"C1",37,"C1",1.934
"DJ324","C4H10O","ISOBUTANOL",74.123,380.81,547.73,42.95,272,0.2725,0.257,0.589,1.6152,1044.742511,"O1",-24.118,"H15",-103.583,"H10",16.5,"O1",6.35,"O1",0.12622,"O1",0.01584,"H15",43.372,"H15",118.361,"O1",1.298,"O1",-22.82,"O1",1.186,"O1",-22.933,"H15",13.605,"O1",0.26
"DJ774","C8H10O","p-ETHYLPHENOL",122.167,491.14,716.45,42.9,387,0.3157,0.279,0.524,1.4908,1473.923906,"O1",-28.164,"H19",-109.153,"H15",16.44,"O1",6.63,"O1",0.12974,"O1",0.01612,"H19",49.325,"H19",123.73,"O1",0.948,"O1",-27.216,"O1",0.881,"O1",-27.283,"H19",26.724,"C9",0.525
"DJ424","C5H10$","CYCLOPENTANETHIOL",102.194,405.33,629,42.7,310.5,0.3291,0.276,0.262,1.8718,1252.992161,"S1",-17.085,"H10",-652.722,"H16",109.13,"S1",4.74,"S1",0.1429,"S1",0.02051,"H7",36.434,"H10",760.418,"C2",7.889,"S1",-15.951,"C2",7.818,"S1",-16.065,"C3",11.052,"C3",0.158
"DJ588","C6H13N","HEXAMETHYLENEIMINE",99.176,404.85,615,42.7,361,0.2747,0.301,0.33,0.905,1320.887083,"N1",-24.974,"H20",-81.566,"H8",12.93,"N1",5.86,"N1",0.15058,"C7",0.0211,"H20",41.969,"H20",93.34,"N1",0.837,"N1",-24.137,"N1",0.771,"N1",-24.204,"C7",13.643,"C7",0.415
"DJ241","C4H5CI","CHLOROPRENE",88.536,332.55,525,42.6,273,0.3243,0.266,0.193,1.6522,1027.07577,"Cl1",-15.342,"H7",-924.306,"H8",160.21,"Cl1",4.7,"Cl1",0.13327,"Cl1",0.01729,"H7",33.229,"H7",1083.985,"C5",13.958,"Cl1",-13.902,"C5",13.872,"Cl1",-14.04,"C2",12.531,"Cl1",3.067
"DJ404","C5H10Br2","2,3-DIBROMO-2-METHYLBUTANE",229.942,444.01,668.37,42.55,422.5,0.5442,0.324,0.377,0.6921,1589.396986,"Br1",-563.502,"H8",-8469.258,"H12",1332.11,"Br2",204.6,"Br1",0.00428,"Br1",2E-05,"H8",40.498,"H8",9799.538,"C4",102.165,"Br1",-483.21,"C4",102.102,"Br1",-483.412,"C3",40.287,"Br2",19.761
"DJ01","CBrCIF2","BROMOCHLORODIFLUOROMETHANE",165.365,269.14,426.15,42.54,246,0.6722,0.295,0.187,0.6401,885.548485,"Br1",-68.47,"C5",-3260.313,"C5",798.07,"Br1",30.99,"Br1",0.02231,"Br1",0.00051,"C5",16.362,"C5",4057.444,"F3",181.807,"Br1",-51.425,"F3",181.656,"Br1",-51.699,"C5",29.36,"Br1",5.73
"DJ275","C4H7NO","ACETONE CYANOHYDRIN",86.106,463,647,42.5,296,0.2875,0.234,0.733,3.5192,1054.516719,"O1",-27.958,"H13",-119.008,"H8",18.95,"O1",7.3,"O1",0.11485,"O1",0.01246,"H13",43.933,"H13",136.005,"N2",1.593,"O1",-26.501,"N2",1.479,"O1",-26.62,"H13",19.229,"C6",0.279
"DJ257","C4H6O","trans-CROTONALDEHYOE",70.091,377.25,571,42.5,250,0.2804,0.224,0.346,4.3148,927.8369477,"O1",-24.305,"H10",-105.209,"H11",18.46,"O1",6.67,"O1",0.12022,"O1",0.01416,"H10",32.316,"H10",123.047,"O1",1.521,"O1",-22.784,"C4",1.414,"O1",-22.892,"C5",9.191,"O1",0.225
"DJ266","C4H6O2","METHYL ACRYLATE",86.09,353.36,536,42.5,270,0.3189,0.258,0.348,1.6239,1002.37202,"O2",-32.372,"H12",-128.377,"H11",21.88,"O1",8.63,"O1",0.09941,"O1",0.00926,"H12",34.277,"H12",149.626,"O2",1.807,"O2",-30.565,"O2",1.694,"O2",-30.677,"C4",16.472,"C4",0.566
"DJ216","C3H8S","ETHYL-METHYL-SULFIDE",76.156,340.15,532.8,42.5,257.5,0.2958,0.262,0.216,1.8063,1021.709877,"S1",-13.586,"H11",-778.342,"H9",135.69,"S1",4.15,"S1",0.14626,"S1",0.02287,"H11",32.902,"H11",913.37,"C4",11.731,"S1",-12.318,"C4",11.643,"S1",-12.456,"C3",11.102,"S1",1.206
"DJ260","C4H6O","METHACROLEIN",70.091,341.15,530,42.5,250,0.2804,0.241,0.246,3.133,919.5714638,"O1",-24.313,"H10",-104.972,"H7",18.45,"O1",6.68,"O1",0.12015,"O1",0.01414,"H10",32.194,"H10",122.806,"O1",1.524,"O1",-22.789,"C5",1.423,"O1",-22.898,"C4",9.131,"O1",0.227
"DJ267","C4H6O2","VINYL ACETATE",86.09,345.65,524,42.5,270,0.3189,0.263,0.338,1.9023,1009.537978,"O2",-32.327,"H10",-128.559,"H12",21.9,"O1",8.62,"O1",0.09949,"O1",0.00928,"H10",34.634,"H10",149.706,"O2",1.792,"O2",-30.535,"O2",1.681,"O2",-30.646,"C4",16.442,"C4",0.567
"DJ259","C4H6O","DIVINYL ETHER",70.091,301.45,463,42.5,250,0.2804,0.276,0.291,1.4192,950.0062227,"O1",-24.276,"H9",-105.25,"H8",18.44,"O1",6.67,"O1",0.12018,"O1",0.01416,"H9",32.305,"H9",123.101,"O1",1.513,"O1",-22.762,"O1",1.405,"O1",-22.871,"C2",7.482,"O1",0.23
"DJ205","C3H8","PROPANE",44.096,231.11,369.82,42.49,202.9,0.2174,0.28,0.152,0.0847,778.5531296,"C2",-18.18,"H8",-57.232,"H6",10.61,"C1",4.73,"C1",0.17135,"C1",0.02608,"H8",28.729,"H8",67.258,"C2",0.983,"C2",-17.197,"C2",0.86,"C2",-17.32,"C1",3.276,"C2",0.208
"DJ362","C5H6Q4","CITRACONIC ACID",130.1,607,829,42.4,340,0.3826,0.209,0.927,2.5562,1270.552931,"O3",-42.684,"H14",-168.197,"H10",25.45,"O1",10.48,"C8",0.0874,"C8",0.00736,"H14",49.106,"H14",191.223,"O4",1.7,"O4",-40.985,"O4",1.615,"O3",-41.071,"H14",33.037,"C8",2.044
"DJ363","C5H6Q4","ITACONIC ACID",130.1,601,821,42.4,340,0.3826,0.211,0.925,2.9166,1265.779191,"O3",-42.7,"H15",-168.172,"H12",25.44,"O1",10.49,"O1",0.0873,"C7",0.00731,"H15",49.163,"H15",191.176,"O3",1.704,"O3",-40.995,"O3",1.617,"O3",-41.083,"H15",33.341,"C7",2.002
"DJ420","CSH10O2S","3-METHYL SULFOLANE",134.199,549.15,817,42.4,353,0.3802,0.22,0.419,5.8251,1369.746807,"S1",-30.315,"H10",-612.225,"H17",97.73,"S1",7.75,"S1",0.09392,"S1",0.00984,"H14",39.44,"H10",709.068,"O2",7.911,"S1",-28.873,"O2",7.816,"S1",-28.976,"C4",12.237,"C4",0.175
"DJ173","C3H6CI2","1,2-DICHLOROPROPANE",112.986,369.52,672,42.4,291,0.3883,0.259,0.251,2.9905,1137.810835,"Cl1",-134.675,"H8",-1391.711,"H11",238,"Cl2",44.5,"Cl1",0.01909,"Cl1",0.00036,"H8",34.438,"H8",1628.188,"C5",18.274,"Cl1",-119.93,"C5",18.175,"Cl1",-120.119,"C3",27.453,"Cl2",13.151
"DJ449","C5H12O2","NEOPENTYL GLYCOL",104.149,483,643,42.4,345,0.3019,0.274,1.143,3.391,1289.263337,"O2",-32.615,"H19",-122.587,"H13",18.74,"O1",8.01,"O1",0.10821,"O1",0.01106,"H19",47.37,"H19",139.445,"O2",1.313,"O2",-31.302,"O2",1.223,"O2",-31.392,"H19",20.256,"C4",0.247
"DJ330","C4H10O2","2-ETHOXYETHANOL",90.122,408.15,569,42.4,294,0.3065,0.264,0.759,2.2447,1153.014875,"O1",-32.08,"H16",-126.539,"H13",19.82,"O1",8.23,"O1",0.10419,"O1",0.01024,"H16",45.009,"H16",144.452,"O2",1.531,"O1",-30.55,"O2",1.429,"O1",-30.652,"H16",17.791,"C5",0.166
"DJ172","C3H6CI2","PROPADIENE",112.986,361.25,560,42.4,291,0.3883,0.265,0.253,0,679.984633,"C2",-18.331,"H4",-67.092,"H4",12.69,"C1",5.17,"C1",0.15714,"C1",0.02186,"H4",27.549,"H4",79.197,"C2",1.304,"C2",-17.027,"C2",1.237,"C2",-17.093,"C1",3.272,"C2",0.216
"DJ378","C5H8","2-PENTYNE",68.118,329.22,521.99,42.28,277.5,0.2455,0.27,0.186,0.0878,1047.678705,"C3",-22.685,"H11",-69.751,"H8",12.15,"C1",5.41,"C1",0.16347,"C1",0.02421,"H11",32.732,"H11",81.269,"C5",0.885,"C5",-21.803,"C5",0.803,"C3",-21.885,"C1",8.381,"C1",0.105
"DJ351","C4H13N3","DIETHYLENE TRIAMINE",103.167,480.25,676,42.2,342,0.3017,0.257,0.7,2.2949,1398.121487,"N1",-29.648,"H18",-96.571,"H10",15.26,"N1",7.01,"N1",0.12874,"C7",0.01549,"H18",42.268,"H18",110.616,"N1",1.017,"N1",-28.632,"N1",0.946,"N1",-28.702,"C7",14.576,"C7",0.486
"DJ647","C7H5N","BENZONITRILE",103.123,464.15,699.35,42.15,339,0.3042,0.246,0.352,4.7823,1214.517121,"N1",-26.583,"H9",-94.271,"H11",15.62,"N1",6.45,"C8",0.14353,"C8",0.01933,"H9",36.126,"H9",109.267,"N1",1.032,"N1",-25.551,"N1",0.954,"N1",-25.629,"C8",20.219,"C8",1.194
"DJ342","C4H11N","ISOBUTYLAMINE",73.138,340.88,513.73,42.15,312,0.2344,0.308,0.363,1.5691,1099.077223,"N1",-22.627,"H15",-78.329,"H9",12.92,"N1",5.7,"N1",0.14835,"C3",0.0202,"H16",38.558,"H15",90.151,"N1",1.023,"N1",-21.604,"N1",0.935,"N1",-21.692,"C3",8.606,"C3",0.07
"DJ579","C6H12O2","CYCLOHEXYL PEROXIDE",116.16,490,685,42.1,342,0.3396,0.253,0.751,2.1446,1364.289834,"O1",-33.261,"H20",-123.035,"H10",18.56,"O1",7.82,"O1",0.11138,"O1",0.01169,"H20",48.852,"H20",139.672,"O2",1.12,"O1",-32.146,"O2",1.041,"O1",-32.224,"H20",23.72,"C3",0.371
"DJ280","C4H8","cis-2-BUTENE",56.107,276.87,435.58,42.06,234,0.2398,0.272,0.203,0.2303,904.7737178,"C1",-20.721,"H7",-64.076,"H7",11.47,"C3",5.16,"C3",0.16633,"C3",0.02476,"H7",30.814,"H7",74.957,"C1",0.907,"C1",-19.814,"C1",0.821,"C1",-19.9,"C3",5.647,"H5",0.006
"DJ587","C6H13N","CYCLOHEXYLAMINE",99.176,407.65,615,42,360,0.2755,0.296,0.36,1.3508,1329.783745,"N1",-24.968,"H19",-81.715,"H10",12.92,"N1",5.86,"N1",0.15067,"C2",0.02114,"H19",41.912,"H19",93.535,"N1",0.841,"N1",-24.126,"N1",0.769,"N1",-24.199,"C2",13.676,"C2",0.418
"DJ429","C5H11N","N-METHYLPYRROLIDINE",85.149,352.3,550,42,298,0.2857,0.274,0.227,0.6329,1168.47057,"N1",-23.965,"H15",-78.514,"H17",13.22,"N1",5.85,"N1",0.14807,"C5",0.0202,"H15",35.209,"H15",91.08,"N1",0.948,"N1",-23.017,"N1",0.872,"N1",-23.093,"C6",11.084,"C6",0.231
"DJ341","C4H11N","n-BUTYLAMINE",73.138,350.55,531.9,42,313,0.2337,0.297,0.33,1.4367,1112.384125,"N1",-22.651,"H15",-78.396,"H7",12.92,"N1",5.7,"N1",0.14824,"N1",0.02016,"H15",38.561,"H15",90.216,"N1",1.024,"N1",-21.627,"N1",0.935,"N1",-21.716,"C4",8.593,"C4",0.069
"DJ379","C5H8","3-METHYL-1-BUTYNE",68.118,302.15,463.2,42,275,0.2477,0.3,0.308,0.7648,1046.280493,"C4",-22.654,"H13",-70.756,"H7",12.11,"C1",5.39,"C1",0.16416,"C1",0.02442,"H13",34.201,"H13",82.159,"C4",0.887,"C4",-21.767,"C4",0.801,"C4",-21.853,"C1",8.474,"C1",0.11
"DJ196","C3H7F","2-FLUOROPROPANE",62.087,263.81,415.68,42,215.5,0.2881,0.262,0.204,2.1595,807.076244,"F1",-23.736,"H6",-132.192,"H7",23.73,"F1",6.89,"F1",0.10875,"F1",0.01306,"H6",30.879,"H6",155.333,"C3",2.274,"F1",-21.898,"C3",2.148,"F1",-22.063,"C2",4.461,"F1",0.44
"DJ319","C4H10O","sec-BUTANOL",74.123,372.7,536.01,41.94,268,0.2766,0.252,0.571,1.7246,1049.05809,"O1",-24.117,"H15",-103.581,"H11",16.5,"O1",6.35,"O1",0.12626,"O1",0.01585,"H15",43.242,"H15",118.39,"O1",1.296,"O1",-22.82,"O1",1.185,"O1",-22.932,"H15",13.343,"O1",0.258
"DJ164","C3HSN","PROPIONITRILE",55.079,370.5,564.4,41.85,229,0.2405,0.204,0.325,4.2106,784.77341,"N1",-21.25,"H5",-83.583,"H8",15.27,"N1",6.03,"C4",0.13807,"C4",0.01742,"H5",29.825,"H6",98.205,"N1",1.533,"N1",-19.716,"N1",1.383,"N1",-19.867,"C4",7.754,"N1",0.225
"DJ674","C7H8O","ANISOLE",108.14,426.73,641.65,41.75,337,0.3209,0.264,0.369,1.3787,1284.178736,"O1",-27.517,"H10",-104.366,"H13",17.08,"O1",6.72,"O1",0.12654,"O1",0.01534,"H10",37.127,"H10",120.82,"O1",1.078,"O1",-26.439,"O1",1.002,"O1",-26.515,"C2",14.058,"C2",0.394
"DJ377","C5H8","1-PENTYNE",68.118,313.33,481.2,41.7,277,0.2459,0.289,0.29,0.8662,1049.90293,"C4",-22.663,"H13",-70.874,"H10",12.15,"C2",5.41,"C2",0.16351,"C2",0.02423,"H13",34.134,"H13",82.309,"C4",0.894,"C4",-21.769,"C4",0.808,"C4",-21.856,"C2",8.352,"C2",0.104
"DJ1589","SiHCI3","TRICHLOROSILANE",135.452,305,479,41.7,268,0.5054,0.281,0.203,1.1759,1082.715752,"Cl1",-197.22,"H5",-1879.473,"H5",374.76,"Cl1",73.48,"Cl1",0.012,"Cl1",0.00013,"H5",24.993,"H5",2255,"Cl1",30.301,"Cl1",-166.919,"Cl1",30.051,"Cl1",-167.169,"Si4",45.81,"Si4",2.983
"DJ40","CH5CISi","METHYL CHLOROSILANE",80.589,281.85,442,41.7,246,0.3276,0.279,0.225,2.3234,927.8373576,"Cl8",-87.861,"H3",-1364.924,"H6",255.64,"Cl8",33.49,"Cl8",0.02378,"Cl8",0.00058,"H3",29.917,"H3",1613.824,"C1",27.951,"Cl8",-73.404,"C1",27.806,"Cl8",-73.648,"C1",16.4,"Cl8",6.297
"DJ1603","Si2H5CI","DISILANYL CHLORIDE",96.663,314.7,506.89,41.58,277.7,0.348,0.274,0.132,1.9301,1109.668292,"Cl3",-119.975,"H8",-1458.357,"H6",291.98,"Cl3",44.35,"Cl3",0.01882,"Cl3",0.00033,"H7",24.792,"H7",1750.806,"H6",21.652,"Cl3",-101.86,"H6",21.606,"Cl3",-102.081,"Si2",22.2,"Cl3",3.158
"DJ195","C3H7F","1-FLUOROPROPANE",62.087,269.95,422,41.57,221.5,0.2803,0.263,0.227,2.0764,804.0365648,"F1",-23.744,"H10",-132.173,"H11",23.74,"F1",6.9,"F1",0.10872,"F1",0.01305,"H7",30.929,"H10",155.31,"C4",2.276,"F1",-21.903,"C4",2.149,"F1",-22.07,"C3",4.447,"F1",0.441
"DJ684","C7H9N","m-TOLUIDINE",107.155,476.55,709.15,41.54,373,0.2873,0.263,0.413,1.4317,1337.650794,"N1",-26.277,"H17",-90.2,"H9",14.27,"N1",6.21,"N1",0.14447,"C4",0.01963,"H17",42.477,"H17",103.212,"N1",0.897,"N1",-25.38,"N1",0.832,"N1",-25.445,"C4",16.74,"C4",0.759
"DJ291","C4H8O","METHYL ETHYL KETONE",72.107,352.79,535.5,41.54,267,0.2701,0.249,0.324,3.0758,980.2611301,"O1",-24.174,"H12",-100.321,"H8",17.38,"O1",6.5,"O1",0.12341,"O1",0.01503,"H12",33.191,"H12",117.069,"O1",1.398,"O1",-22.776,"O1",1.288,"O1",-22.886,"C3",8.838,"O1",0.245
"DJ450","C6H12O2","1,5-PENTANEDIOL",104.149,512.15,673,41.5,345,0.3019,0.256,1.22,2.6046,1331.901386,"O1",-32.582,"H18",-122.789,"H10",18.79,"O1",8,"O1",0.10843,"O1",0.0111,"H18",47.107,"H18",139.736,"O1",1.307,"O1",-31.275,"O1",1.216,"O1",-31.366,"H18",19.862,"C6",0.264
"DJ174","C3H6CI2","1,3-DICHLOROPROPANE",112.987,393.55,603,41.5,291,0.3883,0.241,0.292,2.495,1142.727471,"Cl1",-134.677,"H10",-1392.067,"H6",237.65,"Cl1",44.52,"Cl1",0.01908,"Cl1",0.00036,"H9",34.424,"H10",1628.654,"C3",18.11,"Cl1",-119.924,"C3",18.011,"Cl1",-120.114,"C5",27.153,"Cl1",13.133
"DJ761","CSH8","3,5,7-CYCLOOCTATETRAENE",104.151,413.16,642.55,41.41,345.5,0.3015,0.268,0.244,0,1329.210571,"C1",-26.749,"H9",-80.739,"H9",13.26,"C1",5.92,"C1",0.15677,"C1",0.02298,"H9",36.699,"H9",93.389,"C1",0.689,"C1",-26.06,"C1",0.639,"C1",-26.11,"C1",15.557,"C1",0.757
"DJ758","C8H6S","IBENZOTHIOPHENE",134.202,493.05,754,41.4,349,0.3845,0.23,0.296,0.7329,1420.452864,"S1",-20.646,"H15",-617.174,"H10",98.67,"S1",5.41,"S1",0.13517,"S1",0.01833,"H15",39.139,"H15",715.159,"C9",6.732,"S1",-19.553,"C9",6.673,"S1",-19.643,"C2",11.58,"C2",0.159
"DJ346","C4H11NO","DIMETHYLETHANOLAMINE",89.137,407.15,571.82,41.4,300,0.2971,0.261,0.711,1.3066,49.86646262,"O1",-27.729,"H17",-110.221,"H15",17.23,"O1",7,"O1",0.11968,"O1",0.01364,"H17",45.444,"H17",125.618,"N2",1.325,"O1",-26.485,"N2",1.245,"O1",-26.569,"H17",17.755,"C4",0.133
"DJ396","CSH9NO4","IL-GLUTAMIC ACID",147.131,670,886,41.34,383.3,0.3839,0.215,1.197,1.3444,1454.712514,"O1",-43.381,"H18",-163.183,"H15",24.09,"O1",10.23,"O2",0.09027,"C9",0.00784,"H18",51.393,"H18",184.969,"N5",1.488,"O3",-41.927,"N5",1.416,"O3",-42.004,"H18",36.784,"C9",2.26
"DJ1349","B5H11","TETRAHYDROPENTABORAN",65.142,340.15,547.13,41.29,301.8,0.2158,0.274,0.134,1.7959,35.86240428,"B4",-13.952,"H9",-35.148,"H13",6.57,"B4",2.62,"B4",0.32098,"B4",0.08677,"H5",28.269,"H13",41.223,"H14",0.4,"B4",-13.77,"H14",0.367,"B4",-13.805,"B4",15.299,"B4",0.79
"DJ07","CCI2F2","DICHLORODIFLUOROMETHANE",120.913,243.36,384.95,41.25,217,0.5572,0.28,0.18,0.5078,826.0804782,"Cl2",-137.635,"C1",-489.922,"C1",122.8,"Cl2",50.61,"Cl2",0.01663,"Cl2",0.00026,"C1",15.242,"C1",606.019,"F4",29.239,"Cl2",-117.155,"F4",29.058,"Cl2",-117.399,"C1",36.467,"Cl2",13.705
"DJ88","C2H3CIF2","1-CHLORO-1,1-DIFLUOROETHANE",100.495,263.14,410.2,41.24,231,0.435,0.279,0.237,2.4524,644.2305892,"F7",-38.736,"H6",-190.507,"H4",35,"F7",11.93,"F7",0.06885,"F7",0.00452,"H3",29.654,"H6",224.947,"C2",3.661,"F7",-35.198,"C2",3.51,"F7",-35.396,"C1",9.944,"F7",7.6
"DJ1332","AsF5","ARSENIC PENTAFLUORIDE",169.914,220.35,357.73,41.13,198.1,0.8575,0.274,0.106,0.0029,702.8490795,"As1",-46.221,"F5",-1850.09,"F5",535.12,"As1",17.56,"As1",0.03511,"As1",0.00141,"F2",11.525,"F5",2383.629,"F5",129.835,"As1",-38.494,"F5",129.665,"As1",-38.773,"F2",19.616,"As1",2.144
